ReciboID,PorcentajeDescuento,VehiculoID,ClienteID,Cantidad,Precio,Precio,Subtotal,Nombre,CostoActual,CostoAnterior
30,0,104,68,1,138.19,138.19,138.19,TR100 VALVULA PCV,234.43,234.43
30,0,104,68,1,6.29,6.29,6.29,921 FOCO PELLISCO MEDIANO,2.46,2.46
31,0,110,71,1,90,90,90,DESENGRASANTE Y SOLVENTES,126,126
31,0,110,71,2,4.64,4.64,9.28,CIN0006 SINCHO NEGRO,3.57,3.57
31,0,110,71,1,2.6,2.6,2.6,CM20 CHAVETA,1.1,1.1
31,0,110,71,2,456.9,456.9,913.8,ROTULA INFERIOR MOOG,349.53,349.53
31,0,110,71,1,297.41,297.41,297.41,BALERO DOBLE DELANTERO,227.03,227.03
12,0,89,57,1,155.17,155.17,155.17,K040355 BANDA DE ACCESORIOS,101.5,101.5
13,0,92,58,4,94.83,94.83,379.32,ACEITE PARA MOTOR 10W30 TAMBO,44.83,44.83
13,0,92,58,1,33.62,33.62,33.62,160204 SILICON NEGRO FORTE,25.86,25.86
13,0,92,58,1,38.79,38.79,38.79,ML1008 FILTRO PARA ACEITE,38.27,38.27
25,0,NULL,65,1,1103.45,1103.45,1103.45,SENSOR DE OXIGENO DE VW SEAT,849.21,849.21
35,0,94,41,1,51.73,51.73,51.73,LIQUIDO DE FRENO DOT4,39.79,39.79
35,0,94,41,1,90,90,90,DESENGRASANTE Y SOLVENTES,126,126
35,0,94,41,1,948.28,948.28,948.28,KHD834 BALATAS DELANTERAS CHEVROLET,718.9,718.9
35,0,94,41,1,991.38,991.38,991.38,22158 FAN CLUTCH GM,877.67,877.67
35,0,94,41,1,120.69,120.69,120.69,31532 TAPON DE RADIADOR CHEVROLET,91.49,91.49
35,0,94,41,1,431.03,431.03,431.03,RETEN CIGUEÑAL TRASERO CON JUNTA,108.86,108.86
35,0,94,41,1,387.93,387.93,387.93,ACEITE DE TRANSMISION CHEVROLET,298.41,298.41
35,0,94,41,3,77.59,77.59,232.77,ACEITE ATF DEXRON3,51.15,51.15
36,0,112,61,7,189.66,189.66,1327.62,ACEITE SINTETICO 5W50 EDGE,201.65,201.65
36,0,112,61,1,77.58,77.58,77.58,FILTRO PARA ACEITE BOCA GRANDE,51.43,51.43
36,0,112,61,1,107.76,107.76,107.76,TAPON DE CARTER,106.89,106.89
37,0,NULL,1,1,549.87,549.87,549.87,B21205 BOMBA DE ACEITE 2.4 NISSAN 12V,525.33,525.33
38,0,NULL,1,1,215.62,215.62,183.277,BANDA DE TIMPO DODGE K,134.08,134.08
38,0,NULL,1,1,206.9,206.9,175.865,SOPORTE DE MOTOR FRONTAL DAI,159.49,159.49
39,0,113,72,1,10.84,10.84,10.84,HF3157 FOCO 12V 27/7W W2.5X16Q,10.76,10.76
39,0,113,72,1,12.93,12.93,12.93,TERMORETRACTIL,7.27,7.27
39,0,113,72,2,13.26,13.26,26.52,CINTA DE AISLAR NEGRA,14.44,14.44
39,0,113,72,1,241.5,241.5,241.5,CONECTOR DE SENSOR DE BATERIA,150,150
40,0,114,50,6,94.83,94.83,568.98,ACEITE 20W50 CASTROL,86.63,86.63
40,0,114,50,1,60.35,60.35,60.35,GP81 FILTRO PARA ACEITE,52.12,49.92
41,0,26,10,1,90,90,90,DESENGRASANTE Y SOLVENTES,126,126
41,0,26,10,1,99.13,99.13,99.13,LIMPIADOR DE INYECTORES,67.19,67.34
41,0,26,10,1,60.35,60.35,60.35,LIMPIADOR DE CUERPO DE ACELERACION,58.02,58.02
41,0,26,10,2,202.59,202.59,405.18,68091398AA BUJE DE DIFERENCIAL,155.17,155.17
41,0,26,10,1,185.35,185.35,185.35,68091399 BUJE DE DIFERENCIAL,144.83,144.83
41,0,26,10,1,149.89,149.89,149.89,CA10755 FILTRO PARA AIRE DODGE,115.3,115.3
41,0,26,10,6,112.07,112.07,672.42,9407 BUJIA DE IRIDIUM CHAMPIO,94.04,94.04
41,0,26,10,1,150.86,150.86,150.86,68079744AD FILTRO PARA ACEITE CARTUCHO,138.75,138.75
41,0,26,10,7,94.82,94.82,663.74,68218890MB ACEITE MOPAR 5W20,64.65,64.65
41,0,26,10,1,564.66,564.66,564.66,SENSOR DE PRESION DE ACEITE MOPAR,662.5,662.5
41,0,26,10,1,103.45,103.45,103.45,TOT102 TRABAJO DE PRENSA,45,45
41,0,26,10,2,905.17,905.17,1810.34,SOPORTE DE MOTOR MOPAR,692.83,692.83
42,0,103,27,5,94.83,94.83,474.15,ACEITE PARA MOTOR 10W30 TAMBO,44.83,44.83
43,0,72,42,1,250,250,250,ANTICONGELANTE ROJO 5 AÑOS,241.38,241.38
43,0,72,42,1,222.17,222.17,222.17,P2364 BOMBA PARA AGUA CHEVY,214.21,214.21
43,0,72,42,1,548.03,548.03,548.03,TPG14003 TENSOR DE DISTRIBUCION DE CHEVY,421.56,421.56
43,0,72,42,1,312,312,312,93275736 TOMA C/TERMOSTATO CHEVY,235.35,235.35
43,0,72,42,1,3.54,3.54,3.54,MM4 ABRAZADERA SINFIN 1/4X5/8,4.1,4.1
43,0,72,42,2,1.76,1.76,3.52,502131 CINCHO DE PLASTICO,1.35,1.35
